# timestamp tx ty tz qx qy qz qw
1305031106.875905 1.18235 0.629691 1.52937 0.659724 0.652037 -0.272202 -0.255965
1305031106.911243 1.18944 0.631074 1.54468 0.656858 0.652448 -0.273305 -0.261063
1305031106.943439 1.20939 0.628135 1.55602 0.653226 0.651691 -0.275128 -0.269998
1305031106.975547 1.22013 0.626557 1.56792 0.652117 0.652527 -0.272869 -0.272936
1305031107.011576 1.22822 0.622089 1.58387 0.651457 0.651293 -0.273417 -0.276883
1305031107.043281 1.24236 0.624142 1.59587 0.649128 0.650746 -0.277749 -0.279315
1305031107.075432 1.25449 0.627282 1.60575 0.64862 0.650157 -0.279204 -0.280417
1305031107.111229 1.25779 0.629445 1.6183 0.64828 0.650202 -0.278902 -0.281398
1305031107.143260 1.26466 0.632535 1.6312 0.646401 0.6491 -0.280905 -0.28623
1305031107.175399 1.27804 0.632151 1.64104 0.644929 0.646583 -0.282704 -0.293386
1305031107.211358 1.28759 0.629378 1.65181 0.644056 0.643977 -0.283038 -0.300624
1305031107.243378 1.29269 0.630939 1.65993 0.642051 0.641692 -0.285299 -0.307582
1305031107.275398 1.29854 0.635726 1.67724 0.640431 0.638042 -0.288855 -0.315141
1305031107.311226 1.31591 0.632822 1.67708 0.637921 0.632698 -0.292521 -0.327386
1305031107.343509 1.32102 0.633271 1.68352 0.637178 0.629616 -0.292628 -0.3346
1305031107.375413 1.32945 0.635889 1.68804 0.636777 0.626436 -0.293376 -0.340622
1305031107.411271 1.33138 0.637082 1.6887 0.637679 0.623334 -0.292476 -0.345367
1305031107.443419 1.33751 0.639481 1.68638 0.637991 0.621126 -0.292306 -0.348894
1305031107.475377 1.33854 0.642577 1.68647 0.640874 0.61954 -0.290067 -0.348298
1305031107.511352 1.3327 0.646739 1.68975 0.643711 0.617754 -0.289156 -0.346994
1305031107.543605 1.33967 0.646045 1.68195 0.644047 0.615298 -0.290034 -0.34999
1305031107.575454 1.33788 0.649032 1.68109 0.646514 0.615184 -0.287768 -0.347502
1305031107.611271 1.33694 0.647721 1.67973 0.647356 0.61494 -0.286613 -0.347323
1305031107.643323 1.33784 0.647798 1.67405 0.647891 0.614647 -0.286878 -0.346622
1305031107.675568 1.33862 0.643419 1.6705 0.649161 0.615231 -0.285324 -0.344488
1305031107.711307 1.33712 0.639599 1.66941 0.64835 0.617849 -0.283969 -0.342442
1305031107.743538 1.33721 0.641696 1.66534 0.648238 0.6191 -0.28459 -0.33987
1305031107.775802 1.33665 0.643247 1.66439 0.648639 0.620384 -0.28312 -0.337985
1305031107.811596 1.33091 0.650861 1.66445 0.647159 0.623068 -0.281197 -0.33749
1305031107.843332 1.32918 0.656238 1.66334 0.646311 0.623323 -0.279571 -0.339985
1305031107.875358 1.32743 0.662611 1.66477 0.646458 0.622289 -0.278141 -0.342762
1305031107.911541 1.32421 0.670935 1.66374 0.646925 0.620319 -0.277297 -0.346121
1305031107.943122 1.32336 0.681545 1.6629 0.64585 0.618942 -0.276472 -0.351215
1305031107.975807 1.32518 0.697683 1.65796 0.647059 0.615105 -0.275872 -0.356166
1305031108.011320 1.32326 0.708483 1.6595 0.652792 0.608362 -0.272264 -0.360042
1305031108.043418 1.31807 0.71532 1.65756 0.654101 0.605093 -0.269359 -0.365323
1305031108.075352 1.31907 0.727673 1.65177 0.654594 0.602361 -0.269463 -0.36886
1305031108.111378 1.32197 0.733814 1.64624 0.657374 0.599344 -0.266689 -0.370841
1305031108.143334 1.31806 0.746942 1.64326 0.659167 0.600545 -0.262999 -0.368342
1305031108.176058 1.31345 0.771237 1.64887 0.65889 0.602581 -0.261223 -0.366774
1305031108.211475 1.31419 0.780174 1.64219 0.659676 0.60056 -0.258934 -0.370283
1305031108.243347 1.31351 0.783307 1.63428 0.661831 0.599601 -0.255326 -0.370496
1305031108.275358 1.29791 0.802622 1.62819 0.671416 0.599776 -0.251556 -0.355229
1305031108.311332 1.29458 0.816392 1.62656 0.675733 0.599033 -0.253059 -0.34714
1305031108.343278 1.29616 0.831246 1.62321 0.680433 0.596323 -0.254556 -0.341483
1305031108.375410 1.29261 0.846882 1.62303 0.685118 0.593523 -0.255736 -0.336069
1305031108.411361 1.28747 0.866437 1.62378 0.688636 0.589907 -0.255824 -0.335178
1305031108.443610 1.28505 0.882382 1.62627 0.688525 0.58794 -0.253274 -0.340752
1305031108.475471 1.29192 0.89006 1.61784 0.686986 0.585211 -0.25256 -0.348987
1305031108.511378 1.29241 0.907713 1.61603 0.691982 0.578667 -0.243749 -0.35622
1305031108.543737 1.29703 0.927776 1.61268 0.695352 0.575733 -0.242417 -0.355318
1305031108.575414 1.29465 0.934963 1.61113 0.700626 0.571668 -0.235299 -0.356305
1305031108.611407 1.29089 0.942076 1.61412 0.703957 0.56925 -0.229992 -0.357075
1305031108.643303 1.29339 0.951494 1.61135 0.705958 0.566803 -0.228755 -0.357811
1305031108.675375 1.29477 0.955499 1.61221 0.710285 0.562166 -0.227287 -0.357498
1305031108.711411 1.2909 0.956607 1.61393 0.714363 0.557395 -0.228534 -0.356046
1305031108.743502 1.28991 0.949223 1.62374 0.71648 0.550431 -0.242195 -0.353588
1305031108.775493 1.29529 0.945169 1.62029 0.712027 0.552989 -0.247981 -0.35458
1305031108.811244 1.29879 0.948148 1.62053 0.710646 0.555025 -0.252032 -0.351296
1305031108.843264 1.29896 0.939341 1.62284 0.708721 0.556867 -0.251583 -0.352591
1305031108.943243 1.30525 0.927367 1.61976 0.704775 0.561463 -0.250462 -0.354005
1305031108.975268 1.30212 0.919399 1.61953 0.704606 0.564454 -0.247968 -0.351331
1305031109.011269 1.30211 0.902239 1.62543 0.702539 0.567889 -0.247 -0.350616
1305031109.043277 1.3071 0.895448 1.62345 0.698881 0.572222 -0.252376 -0.347035
1305031109.075410 1.31399 0.884845 1.61711 0.70002 0.573013 -0.254948 -0.34151
1305031109.111282 1.31402 0.874306 1.61796 0.705108 0.57279 -0.253682 -0.332233
1305031109.143334 1.30379 0.860719 1.62674 0.708124 0.572806 -0.254092 -0.325409
1305031109.175464 1.30739 0.843962 1.6241 0.70463 0.574917 -0.262161 -0.322861
1305031109.211379 1.31214 0.826773 1.62134 0.702297 0.5787 -0.266962 -0.317202
1305031109.243290 1.31017 0.813242 1.62865 0.701237 0.583128 -0.268744 -0.309848
1305031109.275308 1.3118 0.803244 1.62672 0.697141 0.587923 -0.273133 -0.306168
1305031109.311329 1.31646 0.790157 1.62347 0.693042 0.593667 -0.273913 -0.303684
1305031109.343248 1.31178 0.780671 1.627 0.691685 0.598127 -0.272084 -0.299644
1305031109.375397 1.30923 0.768915 1.63049 0.688662 0.601987 -0.272328 -0.298653
1305031109.411329 1.31407 0.755829 1.63022 0.685522 0.603106 -0.275187 -0.300989
1305031109.443302 1.31769 0.742076 1.62929 0.684968 0.602851 -0.276177 -0.301854
1305031109.475363 1.31928 0.728252 1.63112 0.683294 0.604842 -0.276394 -0.301465
1305031109.511273 1.32328 0.719059 1.63028 0.682294 0.605808 -0.277906 -0.3004
1305031109.543294 1.32481 0.701712 1.63257 0.684229 0.605328 -0.276347 -0.298396
1305031109.575362 1.32521 0.688592 1.63185 0.683649 0.607639 -0.276587 -0.294787
1305031109.611310 1.32418 0.677445 1.63086 0.683827 0.610202 -0.275855 -0.289721
1305031109.643229 1.32247 0.667746 1.63246 0.684562 0.611566 -0.275199 -0.285706
1305031109.675263 1.3239 0.650602 1.63059 0.683755 0.613219 -0.273787 -0.285451
1305031109.711312 1.32231 0.638673 1.62756 0.68347 0.615202 -0.274115 -0.281525
1305031109.743274 1.32108 0.622445 1.62787 0.683056 0.617982 -0.272769 -0.277723
1305031109.775277 1.31466 0.608453 1.62408 0.678739 0.623327 -0.274114 -0.275023
1305031109.811371 1.31852 0.598924 1.61845 0.675024 0.627331 -0.275881 -0.27329
1305031109.843296 1.31119 0.585202 1.6165 0.672708 0.632748 -0.272271 -0.270116
1305031109.875306 1.30789 0.57377 1.61375 0.668217 0.638778 -0.27075 -0.268595
1305031109.911265 1.30758 0.555965 1.61209 0.664279 0.643911 -0.26665 -0.270202
1305031109.943299 1.30656 0.543487 1.60899 0.661894 0.647497 -0.264252 -0.269843
1305031109.975258 1.30392 0.525372 1.60821 0.659507 0.652467 -0.259296 -0.26852
1305031110.011256 1.29464 0.518274 1.61084 0.657295 0.656723 -0.259371 -0.263447
1305031110.043299 1.29681 0.508298 1.60712 0.655817 0.658657 -0.261301 -0.260379
1305031110.075319 1.29252 0.497457 1.60961 0.655093 0.661936 -0.259468 -0.255676
1305031110.111325 1.28848 0.483061 1.60932 0.654897 0.662436 -0.26138 -0.252919
1305031110.143432 1.28574 0.476739 1.60765 0.652466 0.663835 -0.265504 -0.251235
1305031110.175641 1.291 0.46061 1.61062 0.649324 0.665207 -0.267706 -0.253399
1305031110.211637 1.29109 0.443747 1.61371 0.647811 0.666898 -0.268458 -0.25203
1305031110.243323 1.28861 0.437974 1.60571 0.642894 0.670101 -0.274453 -0.249658
1305031110.279321 1.29319 0.42667 1.60559 0.638746 0.673558 -0.278374 -0.246639
1305031110.311404 1.2987 0.407368 1.60277 0.636318 0.677265 -0.277437 -0.243803
1305031110.343355 1.29088 0.398734 1.59648 0.630241 0.684009 -0.279417 -0.238442
1305031110.379281 1.29308 0.385256 1.59946 0.626204 0.687919 -0.282069 -0.234678
1305031110.411469 1.28899 0.354214 1.57308 0.616301 0.697619 -0.279762 -0.23502
1305031110.443260 1.28207 0.347074 1.56948 0.613354 0.702151 -0.278656 -0.230501
1305031110.479331 1.28158 0.338678 1.56979 0.610181 0.704143 -0.280266 -0.230894
1305031110.511429 1.28775 0.328074 1.56653 0.607778 0.705664 -0.280636 -0.232136
1305031110.543408 1.28169 0.322512 1.56587 0.607702 0.707853 -0.278678 -0.227994
1305031110.579426 1.2813 0.319652 1.56303 0.605565 0.709351 -0.280358 -0.226962
1305031110.611307 1.2834 0.315398 1.56172 0.604058 0.710309 -0.281257 -0.226867
1305031110.643418 1.28333 0.313143 1.56212 0.602775 0.711874 -0.280303 -0.226556
1305031110.679606 1.28214 0.309396 1.5631 0.601848 0.713659 -0.279447 -0.22445
1305031110.711412 1.28163 0.313585 1.55959 0.600266 0.714401 -0.282249 -0.222817
1305031110.743249 1.28384 0.310979 1.56168 0.600008 0.715044 -0.281578 -0.222298
1305031110.779193 1.28393 0.315388 1.55871 0.598071 0.716199 -0.283284 -0.221632
1305031110.811386 1.28461 0.325299 1.55711 0.597583 0.716529 -0.28374 -0.221296
1305031110.843218 1.28226 0.333205 1.5576 0.600252 0.715525 -0.279942 -0.222158
1305031110.879313 1.28502 0.336066 1.5523 0.602834 0.712029 -0.278029 -0.228705
1305031110.911333 1.28614 0.341679 1.55302 0.606367 0.710077 -0.275653 -0.228307
1305031110.943862 1.28282 0.352759 1.55755 0.610107 0.708164 -0.27429 -0.225916
1305031110.979345 1.28056 0.360964 1.55567 0.611064 0.706404 -0.274224 -0.228901
1305031111.011431 1.28174 0.377238 1.55598 0.610414 0.705819 -0.274638 -0.231923
1305031111.043327 1.28388 0.386797 1.55911 0.615536 0.700959 -0.270959 -0.237387
1305031111.079283 1.28099 0.392392 1.56155 0.617798 0.699188 -0.268808 -0.239172
1305031111.111508 1.27853 0.40865 1.55996 0.617487 0.697132 -0.272406 -0.241893
1305031111.143257 1.28816 0.414647 1.56413 0.621024 0.692203 -0.271984 -0.247405
1305031111.179326 1.28784 0.422515 1.56414 0.621861 0.693326 -0.271358 -0.242803
1305031111.211433 1.28072 0.440355 1.56678 0.62304 0.692304 -0.274688 -0.238921
1305031111.243236 1.28773 0.448849 1.5697 0.621622 0.691022 -0.27826 -0.242168
1305031111.279308 1.28345 0.475496 1.56847 0.616456 0.696012 -0.282886 -0.235637
1305031111.311547 1.27424 0.516008 1.57164 0.616823 0.695305 -0.286359 -0.23255
1305031111.343397 1.27713 0.520627 1.57913 0.620526 0.691162 -0.279106 -0.243602
1305031111.379134 1.27489 0.53675 1.58119 0.623074 0.68747 -0.278371 -0.248342
1305031111.411296 1.28139 0.554729 1.58223 0.629831 0.679193 -0.27877 -0.253567
1305031111.443386 1.28513 0.554396 1.58571 0.636527 0.673255 -0.274907 -0.256882
1305031111.479259 1.27423 0.578812 1.58833 0.639241 0.669914 -0.280471 -0.25283
1305031111.511264 1.28358 0.598895 1.58689 0.644676 0.661079 -0.283686 -0.258632
1305031111.543250 1.28096 0.61699 1.58161 0.647431 0.657934 -0.281258 -0.262393
1305031111.579237 1.2735 0.652784 1.59327 0.650689 0.655306 -0.278714 -0.263621
1305031111.611271 1.2816 0.665428 1.59677 0.659283 0.644905 -0.270422 -0.276252
1305031111.643395 1.28166 0.665798 1.59409 0.66444 0.637576 -0.261186 -0.289479
1305031111.679320 1.28657 0.672029 1.59547 0.66792 0.63132 -0.256451 -0.29925
1305031111.711760 1.29053 0.676725 1.5924 0.672428 0.625635 -0.252866 -0.304104
1305031111.743386 1.28435 0.683945 1.59335 0.675926 0.62209 -0.254062 -0.302623
1305031111.779423 1.28744 0.698977 1.59191 0.679371 0.616781 -0.261513 -0.299411
1305031111.811406 1.28725 0.7262 1.59219 0.68318 0.61269 -0.265513 -0.295598
1305031111.843299 1.28538 0.74528 1.59329 0.684038 0.61088 -0.262376 -0.300126
1305031111.879442 1.28782 0.759363 1.59571 0.683734 0.608952 -0.258839 -0.307715
1305031111.911354 1.28761 0.776118 1.59403 0.685563 0.605234 -0.253281 -0.315505
1305031111.943300 1.29035 0.774183 1.59141 0.684369 0.603279 -0.24594 -0.327425
1305031111.979449 1.29376 0.797709 1.59282 0.681217 0.606377 -0.243305 -0.33023
1305031112.011433 1.29432 0.812778 1.59014 0.682877 0.60467 -0.233292 -0.337089
1305031112.043270 1.28569 0.826318 1.59953 0.682634 0.606456 -0.222932 -0.341355
1305031112.079339 1.28503 0.843874 1.60598 0.680529 0.605445 -0.219375 -0.349559
1305031112.111423 1.28056 0.835468 1.6019 0.67947 0.601629 -0.212289 -0.362348
1305031112.144342 1.27899 0.84638 1.60383 0.677375 0.600285 -0.214102 -0.367398
1305031112.179390 1.28046 0.859334 1.60344 0.675909 0.597729 -0.219028 -0.37134
1305031112.211254 1.2836 0.86644 1.60447 0.677046 0.593612 -0.223595 -0.373146
1305031112.243369 1.28404 0.881412 1.60113 0.678378 0.590727 -0.22915 -0.371934
1305031112.279353 1.28112 0.893709 1.60175 0.681442 0.586509 -0.233112 -0.370543
1305031112.311312 1.28619 0.903038 1.60132 0.685393 0.579645 -0.239965 -0.369682
1305031112.343323 1.2848 0.909029 1.60374 0.688515 0.57577 -0.244316 -0.367077
1305031112.379360 1.28788 0.92135 1.60443 0.689397 0.573172 -0.25106 -0.364931
1305031112.411442 1.28913 0.933234 1.59967 0.690779 0.569612 -0.257685 -0.36327
1305031112.443391 1.29646 0.949781 1.59753 0.693117 0.566138 -0.262758 -0.360604
1305031112.479418 1.29545 0.961398 1.5966 0.700133 0.55979 -0.260109 -0.358875
1305031112.511504 1.29224 0.962895 1.59697 0.704227 0.556364 -0.254217 -0.360413
1305031112.543212 1.29721 0.967992 1.5972 0.706658 0.553898 -0.252611 -0.360582
1305031112.579252 1.30207 0.964903 1.58976 0.710208 0.550967 -0.248177 -0.361176
1305031112.611261 1.29908 0.965185 1.59157 0.714947 0.550337 -0.241113 -0.357555
1305031112.643246 1.28761 0.952242 1.59253 0.716655 0.550679 -0.235454 -0.357379
1305031112.679952 1.29321 0.947579 1.58921 0.713927 0.555018 -0.237814 -0.354553
1305031112.711251 1.29304 0.947179 1.587 0.715975 0.555031 -0.239204 -0.349429
1305031112.743245 1.28828 0.939516 1.58449 0.717688 0.555054 -0.239303 -0.345794
